id,processor_id,created_at,updated_at,hw_avail,test_sponsor,hw_model,basemean,peakmean,008_espresso,022_li,023_eqntott,026_compress,072_sc,085_gcc,link
188,1365,"2014-11-17 00:02:50.878901","2014-11-17 00:02:50.878901",,SNI,RM400-530/540,101.6,108.7,80.8,102.8,120.9,63.2,229.9,75.3,"http://performance.netlib.org/performance/html/spec.sni4530.cint92.12_94.notes.html#{Siemens Nixdorf Informationssysteme RM400 Model 530/540 75/150MHz R4400SC}"
189,1366,"2014-11-17 00:02:50.901387","2014-11-17 00:02:50.901387",,"Silicon Graphics","R4400 175MHz",81,84.9,76.7,105.8,85.9,41.5,179.8,54.3,"http://performance.netlib.org/performance/html/spec.sg44175.cint92.3_95.notes.html#{Silicon Graphics Indy 175MHz MIPS R4400SC}"
190,1367,"2014-11-17 00:02:50.929294","2014-11-17 00:02:50.929294",,SGI,None,110.1,119.5,107.1,126.2,114.6,81.2,139,101.9,"http://performance.netlib.org/performance/html/spec.sgiind1.cint92.12_94.notes.html#{Silicon Graphics Indigo2 Extreme 200MHz MIPS R4400SC}"
191,1367,"2014-11-17 00:02:50.951581","2014-11-17 00:02:50.951581",,"Silicon Graphics","R4400 200MHz",130.1,140.2,108.6,137.1,114.6,84.2,321.3,105.2,"http://performance.netlib.org/performance/html/spec.sg442001.cint92.3_95.notes.html#{Silicon Graphics Indigo2 200MHz MIPS R4400SC}"
192,1368,"2014-11-17 00:02:50.977912","2014-11-17 00:02:50.977912",,SNI,RM200-120/125,65.7,70,61.9,81.6,96.5,36.9,88,51,"http://performance.netlib.org/performance/html/spec.sn200120.cint92.9_94.notes.html#{Siemens Nixdorf Informationssysteme RM200 Model 120/125 50/100 MHz R4600}"
193,1368,"2014-11-17 00:02:51.005406","2014-11-17 00:02:51.005406",,SNI,RM200-120/125,71.5,76.3,61.9,81.6,96.5,36.9,145.7,51,"http://performance.netlib.org/performance/html/spec.sni200.cint92.12_94.notes.html#{Siemens Nixdorf Informationssysteme RM200 Model 120/125 50/100 MHz R4600}"
194,1369,"2014-11-17 00:02:51.036938","2014-11-17 00:02:51.036938",,SNI,"RM400-225; RM200-220/225",85.6,91.7,78,101.8,114.6,42.2,175.6,58.3,"http://performance.netlib.org/performance/html/spec.sn4225_1.cint92.3_95.notes.html#{Siemens Nixdorf Informationssysteme RM400-225; RM200-220/225 133MHz R4600}"
195,1369,"2014-11-17 00:02:51.061864","2014-11-17 00:02:51.061864",,SNI,"RM200-C20; RM300-C20",97.5,104.6,82.2,108.8,129.4,53,205.9,68,"http://performance.netlib.org/performance/html/spec.sni4600.cint92.12_95.notes.html#{Siemens Nixdorf Informationssysteme RM 200 and RM300 Model C20 133MHz R4600}"
196,1369,"2014-11-17 00:02:51.089000","2014-11-17 00:02:51.089000",,"Silicon Graphics","R4600PC 133MHz",81,84.9,76.7,105.8,85.9,41.5,179.8,54.3,"http://performance.netlib.org/performance/html/spec.sg461332.cint92.3_95.notes.html#{Silicon Graphics Indy 133MHz R4600PC}"
197,1371,"2014-11-17 00:02:51.114923","2014-11-17 00:02:51.114923",,"Silicon Graphics","R4600SC 133MHz",105.1,113.5,91.5,123.2,102.8,57.3,246.2,82.4,"http://performance.netlib.org/performance/html/spec.sg46133.cint92.3_95.notes.html#{Silicon Graphics Indigo2 133MHz R4600SC}"
198,1376,"2014-11-17 00:02:51.141165","2014-11-17 00:02:51.141165",,SGI,"POWER CHALLENGE",102.6,111.7,80.8,87.2,127.9,77.8,191.1,86.9,"http://performance.netlib.org/performance/html/spec.sgipc.cint92.9_94.notes.html#{Silicon Graphics Inc. POWER CHALLENGE 75 MHz R8000}"
199,1391,"2014-11-17 00:02:51.230155","2014-11-17 00:02:51.230155",,Sun,"SPARCstation 20 Model HS II",94.5,104.5,95,106.9,139.2,52.8,125.8,75.9,"http://performance.netlib.org/performance/html/spec.sunsparc.cint92.12_94.notes.html#{Sun Microsystems Inc. SPARCstation 20 Model HS II 100MHz Hyper SPARC}"
200,1391,"2014-11-17 00:02:51.252937","2014-11-17 00:02:51.252937",,PFU,"S-4/20L model 100",104.2,111.7,94.2,100,169.2,53.6,208.8,71.7,"http://performance.netlib.org/performance/html/spec.fujts400.cint92.6_95.notes.html#{Fujitsu Limited S-4/20L model 100 100MHz hyperSPARC}"
201,1392,"2014-11-17 00:02:51.399231","2014-11-17 00:02:51.399231",,PFU,"S-4/20H model 125",124.3,132.2,117.6,125.7,196.4,59.8,251.7,84.3,"http://performance.netlib.org/performance/html/spec.fujts425.cint92.6_95.notes.html#{Fujitsu Limited S-4/20H model 125 125MHz hyperSPARC}"
202,1392,"2014-11-17 00:02:51.432352","2014-11-17 00:02:51.432352",,Sun,"SPARCstation/server 20 Model HS21",122.4,131.2,118.8,135.9,159.4,59.6,242.2,90.5,"http://performance.netlib.org/performance/html/spec.sunh21_1.cint92.6_95.notes.html#{Sun Microsystems; Inc. SPARCstation/server 20 Model HS21 125MHz HyperSPARC}"
203,1393,"2014-11-17 00:02:51.459955","2014-11-17 00:02:51.459955",,PFU,"S-4/20H model 150",165.9,181.2,141.9,154.9,289.5,86.3,328.3,115.9,"http://performance.netlib.org/performance/html/spec.I00084.cint92.4_96.notes.html#{Fujitsu Limited S-4/20H model 150 150MHz hyperSPARC}"
204,1404,"2014-11-17 00:02:51.485204","2014-11-17 00:02:51.485204",,Sun,"SPARCstation/server 10 Model 51",64.2,0,62,61.6,100.9,41,92.3,47.9,"http://performance.netlib.org/performance/html/spec.sun1051.cint92.6_94.notes.html#{Sun Microsystems Inc. SPARCstation/server 10 Model 51 50MHz SuperSPARC}"
205,1404,"2014-11-17 00:02:51.512874","2014-11-17 00:02:51.512874",,Sun,"SPARCstation/server 20 Model 51",68.4,73.7,62.7,75.3,101.9,41.5,88.5,58.1,"http://performance.netlib.org/performance/html/spec.sun2051.cint92.6_94.notes.html#{Sun Microsystems Inc. SPARCstation/server 20 Model 51 50MHz SuperSPARC}"
206,1404,"2014-11-17 00:02:51.538047","2014-11-17 00:02:51.538047",,Sun,"SPARCstation/server 20 Model 50",61.7,0,60.2,59.8,97.3,37.8,87.8,47.2,"http://performance.netlib.org/performance/html/spec.suns2050.cint92.6_94.notes.html#{Sun Microsystems Inc. SPARCstation/server 20 Model 50 50MHz SuperSPARC}"
207,1404,"2014-11-17 00:02:51.563675","2014-11-17 00:02:51.563675",,Sun,"SPARCstation/server 20 Model 50",65.4,69.2,60.2,72.7,98.2,37.9,84.7,56.7,"http://performance.netlib.org/performance/html/spec.sun50sup.cint92.6_94.notes.html#{Sun Microsystems Inc. SPARCstation/server 20 Model 50 50MHz SuperSPARC}"
208,1405,"2014-11-17 00:02:51.583046","2014-11-17 00:02:51.583046",,Sun,"SPARCstation/server 20 Model 61",76.7,0,74.4,73.8,119.6,49.5,108.4,57.6,"http://performance.netlib.org/performance/html/spec.sun2061b.cint92.6_94.notes.html#{Sun Microsystems Inc. SPARCstation/server 20 Model 61 60MHz SuperSPARC}"
209,1405,"2014-11-17 00:02:51.615294","2014-11-17 00:02:51.615294",,Sun,"SPARCstation/server 20 Model 61",82.3,88.9,74.7,90,122.2,50,108.4,69.8,"http://performance.netlib.org/performance/html/spec.suns2061.cint92.6_94.notes.html#{Sun Microsystems Inc. SPARCstation/server 20 Model 61 60MHz SuperSPARC}"
210,1406,"2014-11-17 00:02:51.633821","2014-11-17 00:02:51.633821",,Sun,"SPARCstation/server 20 Model 71",116.4,125.8,95.4,116.5,159.4,70.1,229.9,87.1,"http://performance.netlib.org/performance/html/spec.sun271_1.cint92.3_95.notes.html#{Sun Microsystems; Inc. SPARCstation/server 20 Model 71 75MHz SuperSPARC II}"
211,1406,"2014-11-17 00:02:51.672842","2014-11-17 00:02:51.672842",,Sun,"SPARCstation/server 20 Model 71",118.7,124.2,99.1,109.1,171.9,74.3,227.6,89.1,"http://performance.netlib.org/performance/html/spec.sun2.cint92.9_95.notes.html#{Sun Microsystems Inc. SPARCstation/server 20 Model 71 75MHz SuperSPARC II}"
