id,processor_id,created_at,updated_at,hw_avail,test_sponsor,hw_model,basemean,peakmean,099_go,124_m88ksim,126_gcc,129_compress,130_li,132_ijpeg,134_perl,147_vortex,link
200,928,"2014-11-17 00:02:57.145895","2014-11-17 00:02:57.145895",1996-01-01,"HP Cupertino; CA","HP 9000 Model D200",2.18,2.18,3.37,2.13,2.37,1.73,2.2,1.87,1.89,2.2,http://www.spec.org/cpu95/results/res96q1/cpu95-960205-00381.html
201,924,"2014-11-17 00:02:57.168438","2014-11-17 00:02:57.168438",1995-03-01,"HP Cupertino; CA","HP 9000 Model D210",3.54,3.74,4.73,3.47,3.56,3.22,3.62,3.29,3.56,3.08,http://www.spec.org/cpu95/results/res96q4/cpu95-961107-01462.html
202,924,"2014-11-17 00:02:57.191974","2014-11-17 00:02:57.191974",1996-01-01,"HP Cupertino; CA","HP 9000 Model D210",2.94,2.94,4.39,2.85,3.14,2.98,2.9,2.49,2.51,2.64,http://www.spec.org/cpu95/results/res96q1/cpu95-960205-00385.html
203,936,"2014-11-17 00:02:57.212498","2014-11-17 00:02:57.212498",1997-03-01,"HP Cupertino; CA","HP 9000 Model D220",6.16,6.57,8.23,5.55,6.05,5.58,6.32,5.08,6.49,6.46,http://www.spec.org/cpu95/results/res96q4/cpu95-961107-01444.html
204,937,"2014-11-17 00:02:57.239100","2014-11-17 00:02:57.239100",1997-03-01,"HP Cupertino; CA","HP 9000 Model D230",7.32,7.87,9.76,6.78,7.19,6.25,7.45,6.12,7.86,7.7,http://www.spec.org/cpu95/results/res96q4/cpu95-961107-01452.html
205,934,"2014-11-17 00:02:57.270939","2014-11-17 00:02:57.270939",1995-03-01,"HP Cupertino; CA","HP 9000 Model D250",4.52,5.01,6.19,3.89,4.56,4.09,4.69,3.88,4.48,4.79,http://www.spec.org/cpu95/results/res96q4/cpu95-961015-01402.html
206,934,"2014-11-17 00:02:57.289378","2014-11-17 00:02:57.289378",1996-01-01,"HP Cupertino; CA","HP 9000 Model D250",3.61,3.61,6.1,3.21,4.08,3.71,3.58,2.76,3.07,3.19,http://www.spec.org/cpu95/results/res96q1/cpu95-960205-00450.html
207,939,"2014-11-17 00:02:57.312429","2014-11-17 00:02:57.312429",1996-12-01,"HP Cupertino; CA","HP 9000 Model D270",9.43,10.4,10.2,10.2,7.94,9.6,10.4,9.04,9.57,8.87,http://www.spec.org/cpu95/results/res96q4/cpu95-961015-01382.html
208,924,"2014-11-17 00:02:57.332283","2014-11-17 00:02:57.332283",1995-03-01,"HP Cupertino; CA","HP 9000 Model D310",3.54,3.74,4.73,3.47,3.56,3.22,3.62,3.29,3.56,3.08,http://www.spec.org/cpu95/results/res96q4/cpu95-961107-01440.html
209,924,"2014-11-17 00:02:57.353224","2014-11-17 00:02:57.353224",1996-01-01,"HP Cupertino; CA","HP 9000 Model D310",2.94,2.94,4.39,2.85,3.14,2.98,2.9,2.49,2.51,2.64,http://www.spec.org/cpu95/results/res96q1/cpu95-960205-00389.html
210,936,"2014-11-17 00:02:57.389445","2014-11-17 00:02:57.389445",1997-03-01,"HP Cupertino; CA","HP 9000 Model D320",6.16,6.57,8.23,5.55,6.05,5.58,6.32,5.08,6.49,6.46,http://www.spec.org/cpu95/results/res96q4/cpu95-961107-01448.html
211,937,"2014-11-17 00:02:57.409788","2014-11-17 00:02:57.409788",1997-03-01,"HP Cupertino; CA","HP 9000 Model D330",7.32,7.87,9.76,6.78,7.19,6.25,7.45,6.12,7.86,7.7,http://www.spec.org/cpu95/results/res96q4/cpu95-961107-01456.html
212,934,"2014-11-17 00:02:57.431943","2014-11-17 00:02:57.431943",1995-03-01,"HP Cupertino; CA","HP 9000 Model D350",4.52,5.01,6.19,3.89,4.56,4.09,4.69,3.88,4.48,4.79,http://www.spec.org/cpu95/results/res96q4/cpu95-961015-01400.html
213,934,"2014-11-17 00:02:57.450999","2014-11-17 00:02:57.450999",1996-01-01,"HP Cupertino; CA","HP 9000 Model D350",3.61,3.61,6.1,3.21,4.08,3.71,3.58,2.76,3.07,3.19,http://www.spec.org/cpu95/results/res96q1/cpu95-960205-00455.html
214,939,"2014-11-17 00:02:57.471235","2014-11-17 00:02:57.471235",1996-12-01,"HP Cupertino; CA","HP 9000 Model D370",9.43,10.4,10.2,10.2,7.94,9.6,10.4,9.04,9.57,8.87,http://www.spec.org/cpu95/results/res96q4/cpu95-961014-01369.html
215,940,"2014-11-17 00:02:57.492430","2014-11-17 00:02:57.492430",1997-09-01,"HP Cupertino; CA","HP 9000 Model D380 1-CPU",11.4,12.3,11.9,13,9.48,10.8,12.1,10.3,11.2,12.7,http://www.spec.org/cpu95/results/res97q3/cpu95-970908-02115.html
216,934,"2014-11-17 00:02:57.517351","2014-11-17 00:02:57.517351",1995-08-01,Hewlett-Packard,"HP 9000 Model J200",4.5,4.98,6.18,3.87,4.56,4.06,4.65,3.86,4.45,4.73,http://www.spec.org/cpu95/results/res96q4/cpu95-960903-01258.html
217,934,"2014-11-17 00:02:57.536408","2014-11-17 00:02:57.536408",1995-08-01,"HP Cupertino; CA","HP 9000 Model J200",3.64,3.64,6.15,3.17,4.18,3.6,3.55,2.77,3.24,3.26,http://www.spec.org/cpu95/results/res9509/p029.html
218,935,"2014-11-17 00:02:57.559968","2014-11-17 00:02:57.559968",1995-08-01,Hewlett-Packard,"HP 9000 Model J210",5.42,6,7.44,4.65,5.48,4.89,5.59,4.64,5.35,5.82,http://www.spec.org/cpu95/results/res96q4/cpu95-960903-01253.html
219,935,"2014-11-17 00:02:57.581510","2014-11-17 00:02:57.581510",1995-08-01,"HP Cupertino; CA","HP 9000 Model J210",4.37,4.37,7.4,3.8,5.01,4.34,4.28,3.33,3.9,3.94,http://www.spec.org/cpu95/results/res9509/p030.html
220,935,"2014-11-17 00:02:57.601339","2014-11-17 00:02:57.601339",1996-03-01,Hewlett-Packard,"HP 9000 Model J210XC",5.76,6.4,7.87,4.66,5.95,6.17,5.78,4.65,5.37,6.24,http://www.spec.org/cpu95/results/res96q4/cpu95-960903-01250.html
221,935,"2014-11-17 00:02:57.669865","2014-11-17 00:02:57.669865",1996-03-01,"HP Cupertino; CA","HP 9000 Model J210XC",4.64,4.64,7.45,3.59,5.36,5.27,4.48,3.32,4.04,4.75,http://www.spec.org/cpu95/results/res96q2/cpu95-960409-00639.html
222,942,"2014-11-17 00:02:57.757494","2014-11-17 00:02:57.757494",1998-03-01,"HP Fort Collins; CO","HP 9000 Model J2240",16.2,17.4,17.4,18,14.3,16.1,17.1,13.4,16.2,18,http://www.spec.org/cpu95/results/res98q1/cpu95-980105-02335.html
223,940,"2014-11-17 00:02:57.792875","2014-11-17 00:02:57.792875",1996-06-01,"HP Cupertino; CA","HP 9000 Model J280",11.4,12.3,12,13,9.54,10.7,12.3,10.3,11.1,12.8,http://www.spec.org/cpu95/results/res97q3/cpu95-970829-02104.html
224,952,"2014-11-17 00:02:57.814156","2014-11-17 00:02:57.814156",2000-01-01,"HP TCD (Fort Collins CO)","HP 9000 Model J5600",38.7,42.6,43,41.8,35.1,38.2,41.1,32.4,36.2,43.7,http://www.spec.org/cpu95/results/res2000q1/cpu95-20000313-04133.html
225,941,"2014-11-17 00:02:57.835404","2014-11-17 00:02:57.835404",1997-07-01,"HP Cupertino; CA","HP 9000 Model K370 1-CPU",13.7,14.6,14.6,15.1,12,13.5,14.5,11.2,13.6,15.5,http://www.spec.org/cpu95/results/res97q3/cpu95-970618-01942.html
226,934,"2014-11-17 00:02:57.861223","2014-11-17 00:02:57.861223",1995-03-01,"HP Cupertino; CA","HP 9000 Model K400",4.49,4.92,6.13,3.86,4.51,4.03,4.61,3.84,4.43,4.86,http://www.spec.org/cpu95/results/res9509/p031.html
227,934,"2014-11-17 00:02:57.881233","2014-11-17 00:02:57.881233",1995-03-01,"HP Cupertino; CA","HP 9000 Model K400",3.58,3.58,6.06,3.18,4.05,3.69,3.53,2.73,3.06,3.13,http://www.spec.org/cpu95/results/res96q3/cpu95-960829-01189.html
228,935,"2014-11-17 00:02:57.902453","2014-11-17 00:02:57.902453",1996-01-01,"HP Cupertino; CA","HP 9000 Model K410",5.37,5.93,7.31,4.62,5.47,4.82,5.51,4.59,5.3,5.8,http://www.spec.org/cpu95/results/res9512/p028.html
229,935,"2014-11-17 00:02:57.923255","2014-11-17 00:02:57.923255",1996-01-01,"HP Cupertino; CA","HP 9000 Model K410",4.41,4.41,7.3,3.83,4.91,4.44,4.28,3.29,3.8,4.37,http://www.spec.org/cpu95/results/res96q3/cpu95-960829-01208.html
230,935,"2014-11-17 00:02:57.947290","2014-11-17 00:02:57.947290",1996-02-01,"HP Cupertino; CA","HP 9000 Model K420",5.78,6.41,7.85,4.65,5.95,6.17,5.75,4.64,5.36,6.46,http://www.spec.org/cpu95/results/res96q3/cpu95-960829-01203.html
231,935,"2014-11-17 00:02:57.966086","2014-11-17 00:02:57.966086",1996-02-01,"HP Cupertino; CA","HP 9000 Model K420",4.61,4.61,7.66,3.84,5.31,5.51,4.33,3.31,3.87,4.27,http://www.spec.org/cpu95/results/res96q1/cpu95-960205-00210.html
232,939,"2014-11-17 00:02:57.987422","2014-11-17 00:02:57.987422",1996-09-01,"HP Cupertino; CA","HP 9000 Model K450",9.7,10.7,10.5,10.2,8.37,9.9,10.4,9.09,9.53,9.8,http://www.spec.org/cpu95/results/res96q3/cpu95-960829-01222.html
233,940,"2014-11-17 00:02:58.010633","2014-11-17 00:02:58.010633",1996-09-01,"HP Cupertino; CA","HP 9000 Model K460",10.8,11.8,11.8,11.6,9.33,10.6,11.4,9.97,10.4,11.5,http://www.spec.org/cpu95/results/res96q3/cpu95-960829-01227.html
234,940,"2014-11-17 00:02:58.032333","2014-11-17 00:02:58.032333",1996-06-01,"HP Cupertino; CA","HP 9000 Model K460EG",10.8,11.8,11.8,11.6,9.33,10.6,11.4,9.97,10.4,11.5,http://www.spec.org/cpu95/results/res96q2/cpu95-960530-00827.html
235,941,"2014-11-17 00:02:58.056154","2014-11-17 00:02:58.056154",1997-07-01,"HP Cupertino; CA","HP 9000 Model K570 1-CPU",13.7,14.6,14.6,15.1,12,13.5,14.5,11.2,13.6,15.5,http://www.spec.org/cpu95/results/res97q3/cpu95-970617-01932.html
236,943,"2014-11-17 00:02:58.074753","2014-11-17 00:02:58.074753",1997-11-01,"HP Cupertino; CA","HP 9000 Model K580 1-CPU",16.4,17.4,17.3,17.5,14.8,16.2,16.4,14.1,14,22,http://www.spec.org/cpu95/results/res98q1/cpu95-980213-02432.html
237,948,"2014-11-17 00:02:58.115940","2014-11-17 00:02:58.115940",1999-11-01,"HP Richardson; TX","HP 9000 Model L2000",30.5,33.7,33.9,33.2,26,28.9,32.9,24.7,27.7,39.1,http://www.spec.org/cpu95/results/res99q4/cpu95-19990927-03869.html
238,952,"2014-11-17 00:02:58.134385","2014-11-17 00:02:58.134385",2000-04-01,"HP Richardson; TX","HP 9000 Model N4000",37.3,41.4,42.7,41.8,33.4,35.8,41.5,30.5,34.7,40.4,http://www.spec.org/cpu95/results/res2000q1/cpu95-20000228-04082.html
239,945,"2014-11-17 00:02:58.154230","2014-11-17 00:02:58.154230",1999-08-01,"HP Richardson; TX","HP 9000 Model N4000",25.5,28.2,27.8,27.3,22.2,24.3,27,20.8,22.8,34.3,http://www.spec.org/cpu95/results/res99q2/cpu95-19990510-03602.html
240,948,"2014-11-17 00:02:58.174343","2014-11-17 00:02:58.174343",1999-08-01,"HP Richardson; TX","HP 9000 Model N4000",30.8,34,34,33.3,26.7,29.1,33,24.9,27.7,40,http://www.spec.org/cpu95/results/res99q2/cpu95-19990426-03536.html
241,931,"2014-11-17 00:02:58.200290","2014-11-17 00:02:58.200290",1995-03-01,"HP Cupertino; CA","HP 9000 Model T520",4.89,5.24,7.11,4.46,4.95,4.95,5.1,3.13,4.94,5.32,http://www.spec.org/cpu95/results/res96q3/cpu95-960829-01214.html
242,940,"2014-11-17 00:02:58.227465","2014-11-17 00:02:58.227465",1997-06-01,"HP Cupertino; CA","HP 9000 Model T600 1-CPU",10.6,11.8,11.7,11.2,9.07,9.95,11.2,9.81,10.4,11.7,http://www.spec.org/cpu95/results/res97q2/cpu95-970609-01925.html
243,941,"2014-11-17 00:02:58.248783","2014-11-17 00:02:58.248783",1997-09-01,"HP Cupertino; CA","HP 9000 Model V2200 1-CPU",12.6,13.8,13.3,13.5,11.1,12.7,12.9,10.8,10.8,16.5,http://www.spec.org/cpu95/results/res98q1/cpu95-980130-02372.html
244,924,"2014-11-17 00:02:58.269447","2014-11-17 00:02:58.269447",1994-01-01,"HP Cupertino; CA","HP 9000 Series 700 Model 712/100",3.52,3.76,4.87,3.52,3.58,2.78,3.66,3.31,3.74,3.03,http://www.spec.org/cpu95/results/res96q4/cpu95-960904-01282.html
245,926,"2014-11-17 00:02:58.290466","2014-11-17 00:02:58.290466",1994-01-01,"HP Cupertino; CA","HP 9000 Series 700 Model 712/60",1.83,2.08,2.18,1.45,1.78,1.84,2.13,1.84,1.74,1.79,http://www.spec.org/cpu95/results/res96q4/cpu95-960904-01271.html
246,926,"2014-11-17 00:02:58.313781","2014-11-17 00:02:58.313781",1994-01-01,"HP Cupertino; CA","HP 9000 Series 700 Model 712/60",1.62,1.62,2.1,1.53,1.61,1.67,1.69,1.49,1.38,1.57,http://www.spec.org/cpu95/results/res96q1/cpu95-960131-00127.html
247,929,"2014-11-17 00:02:58.333374","2014-11-17 00:02:58.333374",1994-01-01,"HP Cupertino; CA","HP 9000 Series 700 Model 712/80",2.96,3.12,3.98,2.82,2.95,2.73,3.05,2.69,3.02,2.65,http://www.spec.org/cpu95/results/res96q4/cpu95-960904-01278.html
248,929,"2014-11-17 00:02:58.354171","2014-11-17 00:02:58.354171",1994-01-01,"HP Cupertino; CA","HP 9000 Series 700 Model 712/80",2.45,2.45,3.74,2.11,2.66,2.42,2.51,2.07,2.25,2.21,http://www.spec.org/cpu95/results/res96q1/cpu95-960131-00124.html
249,924,"2014-11-17 00:02:58.375964","2014-11-17 00:02:58.375964",1994-05-01,"HP Cupertino; CA","HP 9000 Series 700 Model 715/100",2.89,2.89,4.19,2.87,3.24,2.72,2.9,2.5,2.7,2.37,http://www.spec.org/cpu95/results/res9509/p026.html
250,924,"2014-11-17 00:02:58.397647","2014-11-17 00:02:58.397647",1995-06-01,"HP Cupertino; CA","HP 9000 Series 700 Model 715/100XC",4.18,4.55,5.54,3.57,4.09,4.53,4.3,3.41,3.91,4.44,http://www.spec.org/cpu95/results/res9512/p025.html
251,924,"2014-11-17 00:02:58.415983","2014-11-17 00:02:58.415983",1995-06-01,"HP Cupertino; CA","HP 9000 Series 700 Model 715/100XC",3.33,3.33,5.36,2.9,3.69,3.1,3.29,2.56,2.91,3.45,http://www.spec.org/cpu95/results/res96q4/cpu95-960904-01285.html
252,918,"2014-11-17 00:02:58.435811","2014-11-17 00:02:58.435811",1991-03-01,"HP Cupertino; CA","HP 9000 Series 700 Model 720/50",1.57,1.57,2.39,1.3,1.79,1.65,1.57,1.14,1.39,1.57,http://www.spec.org/cpu95/results/res96q1/cpu95-960131-00128.html
253,932,"2014-11-17 00:02:58.462194","2014-11-17 00:02:58.462194",1992-12-01,"HP Cupertino; CA","HP 9000 Series 700 Model 735/125",4.04,4.04,6.87,3.41,4.62,3.94,4.12,2.78,3.53,4.1,http://www.spec.org/cpu95/results/res9509/p028.html
254,919,"2014-11-17 00:02:58.485395","2014-11-17 00:02:58.485395",1992-12-01,"HP Cupertino; CA","HP 9000 Series 700 Model 735/99",3.27,3.27,5.49,2.7,3.74,3.27,3.29,2.22,2.88,3.42,http://www.spec.org/cpu95/results/res9509/p027.html
255,946,"2014-11-17 00:02:58.507854","2014-11-17 00:02:58.507854",1998-12-01,"HP Richardson; TX","HP 9000/785 Model C360",24.4,26,27.6,27.9,20.6,22.5,27.7,19,25.5,26.4,http://www.spec.org/cpu95/results/res98q4/cpu95-981204-03211.html
256,936,"2014-11-17 00:02:58.529704","2014-11-17 00:02:58.529704",1996-09-01,"HP Cupertino; CA","HP Visualize B132L",5.62,5.91,7.44,5.58,5.46,4.2,5.78,4.73,6.61,5.77,http://www.spec.org/cpu95/results/res96q4/cpu95-960912-01292.html
257,936,"2014-11-17 00:02:58.551480","2014-11-17 00:02:58.551480",1996-09-01,"HP Cupertino; CA","HP Visualize B132L",6.09,6.45,8.14,5.63,5.96,5.25,6.27,4.82,6.68,6.55,http://www.spec.org/cpu95/results/res96q4/cpu95-960912-01296.html
258,937,"2014-11-17 00:02:58.575136","2014-11-17 00:02:58.575136",1996-09-01,"HP Cupertino; CA","HP Visualize B160L",7.32,7.75,9.8,6.82,7.16,6.24,7.43,5.81,8.08,7.91,http://www.spec.org/cpu95/results/res96q4/cpu95-960912-01300.html
259,937,"2014-11-17 00:02:58.611537","2014-11-17 00:02:58.611537",1996-09-01,"HP Cupertino; CA","HP Visualize C160L",7.32,7.75,9.87,6.82,7.14,6.23,7.44,5.82,8.08,7.84,http://www.spec.org/cpu95/results/res96q4/cpu95-960912-01289.html
260,936,"2014-11-17 00:02:58.676908","2014-11-17 00:02:58.676908",1997-09-01,"HP Cupertino; CA","HP Visualize Model B132L+",6.37,6.84,8.32,6.1,6.19,5.52,6.43,5.13,6.79,7,http://www.spec.org/cpu95/results/res97q3/cpu95-970829-02097.html
261,938,"2014-11-17 00:02:58.719150","2014-11-17 00:02:58.719150",1997-06-01,"HP Cupertino; CA","HP Visualize Model B180L",8.61,9.22,11.3,8.32,8.37,7.34,8.59,6.95,9.23,9.48,http://www.spec.org/cpu95/results/res97q3/cpu95-970829-02091.html
262,941,"2014-11-17 00:02:58.834877","2014-11-17 00:02:58.834877",1997-09-01,"HP Cupertino; CA","HP Visualize Model C200",13.6,14.3,14.5,15.2,11.3,13.9,14.5,11.5,13.5,14.8,http://www.spec.org/cpu95/results/res97q3/cpu95-970829-02107.html
263,942,"2014-11-17 00:02:58.866404","2014-11-17 00:02:58.866404",1997-09-01,"HP Cupertino; CA","HP Visualize Model C240",16.3,17.3,17.3,18,14.3,16.5,17,13.4,16,18.5,http://www.spec.org/cpu95/results/res97q3/cpu95-970829-02102.html
264,1229,"2014-11-17 00:02:58.895840","2014-11-17 00:02:58.895840",2000-03-01,"Hewlett-Packard; Grenoble France","Kayak XU800 D8022",38.9,38.9,40,43.9,36,24.3,48.1,35,44.8,45,http://www.spec.org/cpu95/results/res2000q1/cpu95-20000313-04118.html
265,937,"2014-11-17 00:02:58.923748","2014-11-17 00:02:58.923748",1998-01-01,"Hitachi Ltd",3500,7.4,7.83,9.84,6.79,7.07,6.59,7.51,6.17,7.92,7.91,http://www.spec.org/cpu95/results/res97q4/cpu95-971124-02279.html
266,936,"2014-11-17 00:02:58.941852","2014-11-17 00:02:58.941852",1998-01-01,"Hitachi Ltd",3500,6.15,6.52,8.16,5.6,5.91,5.56,6.3,5.12,6.51,6.54,http://www.spec.org/cpu95/results/res97q4/cpu95-971124-02280.html
267,934,"2014-11-17 00:02:58.966407","2014-11-17 00:02:58.966407",1997-03-01,"Kanagawa Pref.Japan",3500/545RM,4.4,4.79,6.14,3.87,4.36,3.87,4.52,3.69,4.44,4.7,http://www.spec.org/cpu95/results/res97q1/cpu95-970304-01708.html
268,935,"2014-11-17 00:02:58.997200","2014-11-17 00:02:58.997200",1997-03-01,"Kanagawa Pref.Japan",3500/555RM,5.28,5.75,7.37,4.65,5.22,4.65,5.43,4.44,5.34,5.64,http://www.spec.org/cpu95/results/res97q1/cpu95-970304-01707.html
269,935,"2014-11-17 00:02:59.021018","2014-11-17 00:02:59.021018",1997-03-01,"Kanagawa Pref.Japan",3500/565RM,5.71,6.24,7.89,4.66,5.79,6,5.8,4.49,5.38,6.32,http://www.spec.org/cpu95/results/res97q1/cpu95-970304-01706.html
270,1002,"2014-11-17 00:02:59.043204","2014-11-17 00:02:59.043204",1995-09-01,"IBM Austin","RISC System/6000 Model E20 Server",3.47,0,4.3,3.26,3.39,3.55,3.01,4.36,3.02,3.17,http://www.spec.org/cpu95/results/res9512/p030.html
271,1005,"2014-11-17 00:02:59.068397","2014-11-17 00:02:59.068397",1995-06-01,"IBM Austin","RISC System/6000 POWERserver 43P",4.55,0,5.76,4.5,4.36,4.6,3.76,5.63,4.05,4.11,http://www.spec.org/cpu95/results/res9512/p029.html
272,993,"2014-11-17 00:02:59.111072","2014-11-17 00:02:59.111072",1993-09-01,"IBM; Austin TX","RISC System/6000 250/25S",1.69,1.82,2.17,1.59,1.8,1.68,1.63,1.89,1.43,1.47,http://www.spec.org/cpu95/results/res96q2/cpu95-960401-00561.html
273,958,"2014-11-17 00:02:59.135867","2014-11-17 00:02:59.135867",1994-05-01,"IBM; Austin TX","RISC System/6000 380/3AT",2.71,2.84,3.58,2.06,2.85,3.14,2.24,3.25,2.4,2.55,http://www.spec.org/cpu95/results/res96q2/cpu95-960401-00539.html
274,960,"2014-11-17 00:02:59.160004","2014-11-17 00:02:59.160004",1995-02-01,"IBM; Austin TX","RISC System/6000 3CT/39H",3.28,3.41,4.52,2.34,3.55,4.32,2.65,3.71,2.79,3.03,http://www.spec.org/cpu95/results/res9509/p033.html
275,959,"2014-11-17 00:02:59.183087","2014-11-17 00:02:59.183087",1995-03-01,"IBM; Austin; TX","RISC System/6000 3CT/39H",3.28,0,4.52,2.34,3.55,4.32,2.65,3.71,2.79,3.03,http://www.spec.org/cpu95/results/res96q2/cpu95-960401-00523.html
276,1004,"2014-11-17 00:02:59.208017","2014-11-17 00:02:59.208017",1995-07-01,"IBM; Austin; TX","RISC System/6000 43P",4.01,4.24,5.04,3.91,3.93,3.73,3.45,5.4,3.29,3.78,http://www.spec.org/cpu95/results/res9509/p036.html
277,1004,"2014-11-17 00:02:59.233925","2014-11-17 00:02:59.233925",1995-06-01,"IBM; Austin TX","RISC System/6000 43P",3.36,3.59,4.24,3.25,3.27,3.27,2.97,4.58,2.65,3.09,http://www.spec.org/cpu95/results/res96q2/cpu95-960401-00559.html
278,1005,"2014-11-17 00:02:59.253906","2014-11-17 00:02:59.253906",1995-07-01,"IBM; Austin TX","RISC System/6000 43P",4.55,4.72,5.76,4.5,4.36,4.6,3.76,5.63,4.05,4.11,http://www.spec.org/cpu95/results/res96q2/cpu95-960401-00560.html
279,1005,"2014-11-17 00:02:59.276720","2014-11-17 00:02:59.276720",1995-07-01,"IBM; Austin; TX","RISC System/6000 43P",4.45,0,5.56,4.5,4.24,4,3.82,5.63,4.08,4.13,http://www.spec.org/cpu95/results/res96q2/cpu95-960401-00568.html
280,1016,"2014-11-17 00:02:59.305893","2014-11-17 00:02:59.305893",1998-10-01,"IBM; Austin; TX","RISC System/6000 43P-150",14.5,15.1,16.4,18.9,13.1,11.1,12.7,17.1,15.9,12.4,http://www.spec.org/cpu95/results/res98q4/cpu95-981012-03120.html
281,963,"2014-11-17 00:02:59.333151","2014-11-17 00:02:59.333151",1998-10-01,"IBM; Austin; TX","RISC System/6000 43P-260",12.5,13.1,14.4,13.5,11.9,13.1,10.8,13,10.9,12.9,http://www.spec.org/cpu95/results/res98q4/cpu95-981012-03121.html
282,963,"2014-11-17 00:02:59.357550","2014-11-17 00:02:59.357550",1998-10-01,"IBM; Austin; TX","RISC System/6000 43P-260 (1 CPU)",11.5,12.5,13.4,12.3,11.3,12.8,10.8,12.3,8.25,11.8,http://www.spec.org/cpu95/results/res99q3/cpu95-19990819-03800.html
283,959,"2014-11-17 00:02:59.380170","2014-11-17 00:02:59.380170",1993-09-01,"IBM; Austin TX","RISC System/6000 590",3.19,0,4.23,2.32,3.32,4.24,2.62,3.7,2.72,2.95,http://www.spec.org/cpu95/results/res96q2/cpu95-960401-00557.html
284,962,"2014-11-17 00:02:59.400240","2014-11-17 00:02:59.400240",1995-07-01,"IBM; Austin; TX","RISC System/6000 591",3.67,0,4.91,2.66,3.84,4.9,3.03,4.27,3.1,3.37,http://www.spec.org/cpu95/results/res9509/p034.html
285,959,"2014-11-17 00:02:59.418379","2014-11-17 00:02:59.418379",1994-05-01,"IBM; Austin TX","RISC System/6000 59H",3.25,3.37,4.46,2.33,3.5,4.18,2.62,3.68,2.8,3.03,http://www.spec.org/cpu95/results/res96q2/cpu95-960401-00536.html
286,959,"2014-11-17 00:02:59.440008","2014-11-17 00:02:59.440008",1994-05-01,"IBM; Austin TX","RISC System/6000 59H",3.1,3.23,4.18,2.32,3.27,3.57,2.57,3.68,2.71,2.9,http://www.spec.org/cpu95/results/res96q2/cpu95-960401-00538.html
287,995,"2014-11-17 00:02:59.463510","2014-11-17 00:02:59.463510",1994-06-01,"IBM; Austin; TX","RISC System/6000 C10",2.37,0,3.15,2.07,2.61,2.69,2.18,2.3,2.07,2.07,http://www.spec.org/cpu95/results/res9509/p032.html
288,1004,"2014-11-17 00:02:59.483980","2014-11-17 00:02:59.483980",1995-07-01,"IBM; Austin; TX","RISC System/6000 C20",3.85,0,4.51,3.97,3.48,3.68,3.51,5.19,3.35,3.43,http://www.spec.org/cpu95/results/res9509/p035.html
289,1020,"2014-11-17 00:02:59.505017","2014-11-17 00:02:59.505017",1999-04-01,"IBM; Austin; TX","RISC System/6000 H70 (1 CPU)",13.7,16,19.7,11.6,15.3,15.8,11.3,11.6,13,13.4,http://www.spec.org/cpu95/results/res99q2/cpu95-19990330-03514.html
290,961,"2014-11-17 00:02:59.529000","2014-11-17 00:02:59.529000",1994-05-01,"IBM; Austin TX","RISC System/6000 R24",3.32,3.47,4.48,2.49,3.5,3.84,2.76,3.95,2.91,3.11,http://www.spec.org/cpu95/results/res96q2/cpu95-960401-00535.html
291,1006,"2014-11-17 00:02:59.549085","2014-11-17 00:02:59.549085",1996-11-01,"IBM; Austin TX","RS/6000 43P",5.96,6.19,8.03,5.58,6.26,5.28,4.8,7.65,5.36,5.48,http://www.spec.org/cpu95/results/res96q4/cpu95-961122-01532.html
292,1007,"2014-11-17 00:02:59.571906","2014-11-17 00:02:59.571906",1996-11-01,"IBM; Austin TX","RS/6000 43P-140",6.91,7.22,9.3,6.68,7.29,5.86,5.44,8.84,6.34,6.46,http://www.spec.org/cpu95/results/res96q4/cpu95-961122-01521.html
293,1006,"2014-11-17 00:02:59.592901","2014-11-17 00:02:59.592901",1996-11-01,"IBM; Austin TX","RS/6000 43P-140",5.82,6.15,7.93,5.56,6.19,4.71,4.66,7.55,5.34,5.43,http://www.spec.org/cpu95/results/res96q4/cpu95-961122-01529.html
294,1007,"2014-11-17 00:02:59.612752","2014-11-17 00:02:59.612752",1996-11-01,"IBM; Austin TX","RS/6000 43P-140 (200MHz)",6.99,7.79,9.07,7.75,7.42,5.45,5.32,8.48,6.94,6.4,http://www.spec.org/cpu95/results/res97q2/cpu95-970414-01779.html
295,1009,"2014-11-17 00:02:59.631077","2014-11-17 00:02:59.631077",1997-04-01,"IBM; Austin TX","RS/6000 43P-140 (233MHz)",8.29,9.24,11.1,9.04,8.52,6.98,6.61,9.6,8.12,7.19,http://www.spec.org/cpu95/results/res97q2/cpu95-970414-01763.html
296,1013,"2014-11-17 00:02:59.703357","2014-11-17 00:02:59.703357",1997-10-01,"IBM; Austin; TX","RS/6000 43P-140 (332 MHz)",12.2,12.9,13.6,17.5,10.6,8.26,10.6,14.2,13.9,11.2,http://www.spec.org/cpu95/results/res98q4/cpu95-981012-03115.html
297,1009,"2014-11-17 00:02:59.726410","2014-11-17 00:02:59.726410",1997-04-01,"IBM; Austin TX","RS/6000 43P-140 Upgrade (233MHz)",7.77,8.66,10,9.04,8.23,5.64,5.78,9.56,8.04,7.08,http://www.spec.org/cpu95/results/res97q2/cpu95-970414-01764.html
