id,processor_id,created_at,updated_at,hw_avail,test_sponsor,hw_model,basemean,peakmean,101_tomcatv,102_swim,103_su2cor,104_hydro2d,107_mgrid,110_applu,125_turb3d,141_apsi,145_fpppp,146_wave5,link
345,1207,"2014-11-17 00:05:51.577430","2014-11-17 00:05:51.577430",1997-05-01,Intel,"Intel PD440FX (Portland) motherboard (266MHz)",6.43,6.89,8.87,14.3,3.97,3.48,3.84,4.71,6.9,8.04,8.84,7.76,http://www.spec.org/cpu95/results/res97q2/cpu95-970507-01853.html
346,1207,"2014-11-17 00:05:51.597154","2014-11-17 00:05:51.597154",1997-07-01,Intel,"Intel PD440FX (Portland) motherboard (266MHz; L2 w/ECC)",6.36,6.82,8.85,14.2,3.94,3.47,3.82,4.71,6.83,8.03,8.25,7.68,http://www.spec.org/cpu95/results/res97q2/cpu95-970507-01855.html
347,1208,"2014-11-17 00:05:51.619912","2014-11-17 00:05:51.619912",1997-08-01,Intel,"Intel PD440FX (Portland) motherboard (300MHz; L2 w/ ECC)",6.79,7.2,9.21,15,4.08,3.51,4.15,4.98,7.46,8.73,9.28,8.43,http://www.spec.org/cpu95/results/res97q2/cpu95-970507-01858.html
348,1206,"2014-11-17 00:05:51.640232","2014-11-17 00:05:51.640232",1998-04-01,"Intel Corporation","Intel SE440BX motherboard (233MHz)",6.73,7.4,9.87,14.3,4.65,4.59,4.69,4.37,6.44,8.55,7.75,7.22,http://www.spec.org/cpu95/results/res98q2/cpu95-980421-02645.html
349,1207,"2014-11-17 00:05:51.658964","2014-11-17 00:05:51.658964",1998-04-01,"Intel Corporation","Intel SE440BX motherboard (266MHz)",7.45,8.17,10.9,15.8,5,4.87,5.22,4.85,7.17,9.58,8.86,8.16,http://www.spec.org/cpu95/results/res98q2/cpu95-980421-02646.html
350,1208,"2014-11-17 00:05:51.679659","2014-11-17 00:05:51.679659",1998-04-01,"Intel Corporation","Intel SE440BX motherboard (300MHz)",8.1,8.82,11.7,17.1,5.44,5.04,5.65,5.22,7.83,10.5,9.97,9.1,http://www.spec.org/cpu95/results/res98q2/cpu95-980421-02647.html
351,1209,"2014-11-17 00:05:51.698165","2014-11-17 00:05:51.698165",1998-04-01,"Intel Corporation","Intel SE440BX motherboard (333MHz)",8.8,9.54,12,17.7,5.56,5.17,6.03,5.6,8.39,11.4,14.7,9.6,http://www.spec.org/cpu95/results/res98q2/cpu95-980421-02648.html
352,1210,"2014-11-17 00:05:51.792698","2014-11-17 00:05:51.792698",1998-04-01,"Intel Corporation","Intel SE440BX motherboard (350MHz)",10.2,11.2,14.3,20.9,6.85,6.75,6.95,6.52,9.56,12.7,15.5,10.3,http://www.spec.org/cpu95/results/res98q2/cpu95-980421-02649.html
353,1210,"2014-11-17 00:05:51.814054","2014-11-17 00:05:51.814054",1998-04-01,"Intel Corporation","Intel SE440BX motherboard (350MHz; L2 ECC)",9.9,10.8,14,20.1,6.79,6.38,6.73,6.39,9.37,12.5,14.8,10,http://www.spec.org/cpu95/results/res98q2/cpu95-980421-02635.html
354,1210,"2014-11-17 00:05:51.832994","2014-11-17 00:05:51.832994",1998-04-01,"Intel Corporation","Intel SE440BX motherboard (350MHz; UnixWare 2.0)",9.64,10.9,13.6,19.7,6.67,6.75,5.11,7.03,9.64,11.1,14.7,10.1,http://www.spec.org/cpu95/results/res98q2/cpu95-980429-02751.html
355,1211,"2014-11-17 00:05:51.851344","2014-11-17 00:05:51.851344",1998-04-01,"Intel Corporation","Intel SE440BX motherboard (400MHz)",11.4,12.4,15.9,23.3,7.51,7.26,7.75,7.27,10.7,14.2,17.7,11.8,http://www.spec.org/cpu95/results/res98q2/cpu95-980421-02650.html
356,1211,"2014-11-17 00:05:51.872233","2014-11-17 00:05:51.872233",1998-04-01,"Intel Corporation","Intel SE440BX motherboard (400MHz; L2 ECC)",11,12,15.5,22.3,7.3,6.79,7.5,7.12,10.4,14,16.9,11.4,http://www.spec.org/cpu95/results/res98q2/cpu95-980421-02636.html
357,1211,"2014-11-17 00:05:51.893752","2014-11-17 00:05:51.893752",1998-04-01,"Intel Corporation","Intel SE440BX motherboard (400MHz; UnixWare 2.0)",10.8,12.1,15.2,22,7.3,7.27,5.71,7.78,10.8,12.5,16.8,11.5,http://www.spec.org/cpu95/results/res98q2/cpu95-980429-02752.html
358,1212,"2014-11-17 00:05:51.915433","2014-11-17 00:05:51.915433",1998-08-01,Intel,"Intel SE440BX motherboard (450MHz)",11.8,12.9,16,23.5,7.71,7.3,8.24,7.68,11.4,15.3,19,12,http://www.spec.org/cpu95/results/res98q3/cpu95-980831-03024.html
359,1212,"2014-11-17 00:05:51.933838","2014-11-17 00:05:51.933838",1998-08-01,Intel,"Intel SE440BX motherboard (450MHz; Unixware 2.0)",11.3,12.7,15.4,22.8,7.62,7.41,6.13,8.22,11.8,13.6,18,12,http://www.spec.org/cpu95/results/res98q3/cpu95-980831-03023.html
360,1229,"2014-11-17 00:05:51.953967","2014-11-17 00:05:51.953967",1999-12-01,"Intel Corporation","Intel SE440BX-2 motherboard",24.4,24.6,34.2,53.2,11.5,12,26.3,14.4,24.2,21.4,44.3,33.8,http://www.spec.org/cpu95/results/res2000q1/cpu95-19991220-03962.html
361,1228,"2014-11-17 00:05:51.974467","2014-11-17 00:05:51.974467",1999-12-01,"Intel Corporation","Intel SE440BX-2 motherboard",23.3,23.9,33.7,52.1,11.1,11.3,24.8,13.9,23.1,20.4,41.5,32.2,http://www.spec.org/cpu95/results/res2000q1/cpu95-19991220-03964.html
362,1224,"2014-11-17 00:05:51.994707","2014-11-17 00:05:51.994707",1999-11-01,"Intel Corporation","Intel SE440BX2 Motherboard",22.4,22.9,34.5,53.7,10.9,11.3,23.6,13.4,21.5,19,36,30.3,http://www.spec.org/cpu95/results/res99q4/cpu95-19991025-03875.html
363,1226,"2014-11-17 00:05:52.016406","2014-11-17 00:05:52.016406",1999-11-01,"Intel Corporation","Intel SE440BX2 Motherboard",23.2,23.5,34.1,52.5,11.2,11.6,24.9,13.9,22.6,19.9,38.7,31.7,http://www.spec.org/cpu95/results/res99q4/cpu95-19991025-03879.html
364,1223,"2014-11-17 00:05:52.036705","2014-11-17 00:05:52.036705",1999-05-01,"Intel Corp.","Intel SE440BX2 Motherboard (600 MHz)",14.6,15.8,20.3,28.6,8.79,8.6,10.2,9.53,14,19.6,24.3,15.6,http://www.spec.org/cpu95/results/res99q3/cpu95-19990913-03865.html
365,1208,"2014-11-17 00:05:52.056336","2014-11-17 00:05:52.056336",1999-03-01,"Intel Corp.","Intel SE440BX2 Motherboard(300MHz; Pentium II processor)",8.32,9.2,12.3,17.7,5.65,5.37,5.76,5.37,7.87,10.8,9.99,9.15,http://www.spec.org/cpu95/results/res99q1/cpu95-19990315-03461.html
366,1209,"2014-11-17 00:05:52.077897","2014-11-17 00:05:52.077897",1999-03-01,"Intel Corp.","Intel SE440BX2 Motherboard(333MHz; Pentium II processor)",9.06,10,12.6,18.2,5.87,5.55,6.11,5.78,8.46,11.6,14.8,9.64,http://www.spec.org/cpu95/results/res99q1/cpu95-19990315-03459.html
367,1210,"2014-11-17 00:05:52.098640","2014-11-17 00:05:52.098640",1999-03-01,"Intel Corp.","Intel SE440BX2 Motherboard(350MHz; Pentium II processor)",10.3,11.4,14.6,21.1,6.95,6.97,6.97,6.56,9.5,12.8,15.5,10.3,http://www.spec.org/cpu95/results/res99q1/cpu95-19990315-03446.html
368,1211,"2014-11-17 00:05:52.119274","2014-11-17 00:05:52.119274",1999-03-01,"Intel Corp.","Intel SE440BX2 Motherboard(400MHz; Pentium II processor)",11.5,12.8,16.3,23.6,7.7,7.54,7.82,7.32,10.6,14.4,17.8,11.8,http://www.spec.org/cpu95/results/res99q1/cpu95-19990315-03448.html
369,1212,"2014-11-17 00:05:52.137337","2014-11-17 00:05:52.137337",1999-03-01,"Intel Corp.","Intel SE440BX2 Motherboard(450MHz; Pentium II processor)",11.9,13.3,16.5,23.7,7.7,7.57,8.29,7.74,11.4,15.5,19,12,http://www.spec.org/cpu95/results/res99q1/cpu95-19990315-03455.html
370,1220,"2014-11-17 00:05:52.155824","2014-11-17 00:05:52.155824",1999-03-01,"Intel Corp.","Intel SE440BX2 Motherboard(450MHz; Pentium III processor)",12.2,13.7,17,24.8,7.98,7.75,8.38,7.88,11.5,15.7,19.1,12.7,http://www.spec.org/cpu95/results/res99q1/cpu95-19990315-03452.html
371,1221,"2014-11-17 00:05:52.177203","2014-11-17 00:05:52.177203",1999-03-01,"Intel Corp.","Intel SE440BX2 Motherboard(500 MHz; Pentium III processor)",13.2,14.7,18.3,26.6,8.53,8.02,8.99,8.53,12.5,17.2,21.2,14,http://www.spec.org/cpu95/results/res99q1/cpu95-19990315-03454.html
372,1222,"2014-11-17 00:05:52.196072","2014-11-17 00:05:52.196072",1999-05-01,"Intel Corp.","Intel SE440BX2 Motherboard(550 MHz; Pentium III processor)",13.8,15.1,18.8,26.9,9.13,8.26,9.41,8.99,13.3,18.3,22.3,14.4,http://www.spec.org/cpu95/results/res99q3/cpu95-19990719-03757.html
373,1213,"2014-11-17 00:05:52.218878","2014-11-17 00:05:52.218878",2000-03-01,"Intel Corporation","Intel VC820 motherboard",31.9,32.2,44.8,80.1,15.8,16.2,33.1,18,30.7,26.8,57.4,42.6,http://www.spec.org/cpu95/results/res2000q1/cpu95-20000313-04135.html
374,1227,"2014-11-17 00:05:52.238269","2014-11-17 00:05:52.238269",1999-11-01,"Intel Corporation","Intel VC820 motherboard",27.7,28.2,44.8,77.9,14.6,15.2,27.6,15.8,25.3,21.9,40.6,35.4,http://www.spec.org/cpu95/results/res2000q1/cpu95-19991220-03968.html
375,1229,"2014-11-17 00:05:52.260323","2014-11-17 00:05:52.260323",1999-12-01,"Intel Corporation","Intel VC820 motherboard",28.6,28.9,44.5,76.4,14.8,15.4,29.2,16.2,26.7,22.8,44.3,36.8,http://www.spec.org/cpu95/results/res2000q1/cpu95-19991220-03970.html
376,1225,"2014-11-17 00:05:52.288801","2014-11-17 00:05:52.288801",1999-11-01,"Intel Corporation","Intel VC820 motherboard",26.7,27,44.6,78,14.2,15.3,26.3,15.3,23.5,20.7,36.9,33.5,http://www.spec.org/cpu95/results/res2000q1/cpu95-19991220-03971.html
377,1166,"2014-11-17 00:05:52.310466","2014-11-17 00:05:52.310466",1995-06-01,Intel,"XXpress Deskside (1000\120; 1MB L2)",2.24,2.81,3.12,3.68,1.48,1.44,1.15,1.11,2.44,2.68,4.77,3.25,http://www.spec.org/cpu95/results/res9512/p073.html
378,1165,"2014-11-17 00:05:52.329882","2014-11-17 00:05:52.329882",1995-06-01,Intel,"XXpress Deskside (100MHz)",2.04,2.6,3.07,3.6,1.38,1.39,0.946,1.01,2.03,2.19,4.42,3.08,http://www.spec.org/cpu95/results/res96q2/cpu95-960610-00860.html
379,1167,"2014-11-17 00:05:52.422898","2014-11-17 00:05:52.422898",1995-06-01,Intel,"XXpress Deskside (1110\133; 1MB L2)",2.48,3.12,3.4,4.08,1.65,1.6,1.29,1.23,2.71,2.97,5.28,3.62,http://www.spec.org/cpu95/results/res9512/p074.html
380,1166,"2014-11-17 00:05:52.449662","2014-11-17 00:05:52.449662",1995-06-01,Intel,"XXpress Deskside (120MHz)",2.2,2.82,3.09,3.67,1.47,1.45,1.1,1.11,2.33,2.49,4.87,3.16,http://www.spec.org/cpu95/results/res96q2/cpu95-960610-00865.html
381,1167,"2014-11-17 00:05:52.473197","2014-11-17 00:05:52.473197",1995-06-01,Intel,"XXpress Deskside (133MHz)",2.43,3.08,3.39,4.03,1.61,1.57,1.22,1.23,2.58,2.71,5.41,3.6,http://www.spec.org/cpu95/results/res96q2/cpu95-960610-00870.html
382,1168,"2014-11-17 00:05:52.493445","2014-11-17 00:05:52.493445",1996-01-01,Intel,"XXpress Deskside (150MHz)",2.43,3.11,3.23,3.8,1.58,1.56,1.33,1.23,2.74,2.9,5.41,3.43,http://www.spec.org/cpu95/results/res96q2/cpu95-960610-00871.html
383,1169,"2014-11-17 00:05:52.514327","2014-11-17 00:05:52.514327",1996-01-01,Intel,"XXpress Deskside (166MHz)",2.68,3.4,3.52,4.16,1.73,1.69,1.46,1.35,3.03,3.21,5.99,3.81,http://www.spec.org/cpu95/results/res96q2/cpu95-960610-00876.html
384,1170,"2014-11-17 00:05:52.535609","2014-11-17 00:05:52.535609",1996-06-01,Intel,"XXpress Deskside (200MHz)",2.92,3.68,3.62,4.28,1.9,1.78,1.69,1.48,3.46,3.65,6.75,4.05,http://www.spec.org/cpu95/results/res96q2/cpu95-960610-00880.html
385,1165,"2014-11-17 00:05:52.556027","2014-11-17 00:05:52.556027",1995-06-01,Intel,"XXpress Deskside (815\100; 1MB L2)",2.06,2.59,3.01,3.6,1.39,1.38,0.988,1,2.13,2.36,4.34,3.09,http://www.spec.org/cpu95/results/res9512/p072.html
386,1238,"2014-11-17 00:05:52.575193","2014-11-17 00:05:52.575193",1995-11-01,Intel,"TDZ300 (150MHz)",4.53,4.79,7.34,9.7,2.71,3.04,2.59,2.48,4.42,4.96,7.91,5.61,http://www.spec.org/cpu95/results/res9512/p075.html
387,1240,"2014-11-17 00:05:52.595692","2014-11-17 00:05:52.595692",1996-03-01,Intel,"TDZ300 (180MHz)",5.25,5.76,8.46,11.1,3.08,3.39,2.93,2.9,5.24,5.74,9.52,6.62,http://www.spec.org/cpu95/results/res9512/p076.html
388,1241,"2014-11-17 00:05:52.616641","2014-11-17 00:05:52.616641",1996-03-01,Intel,"TDZ300 (200MHz)",5.82,6.41,9.45,12.1,3.41,3.77,3.25,3.23,5.82,6.38,10.6,7.32,http://www.spec.org/cpu95/results/res9512/p077.html
389,862,"2014-11-17 00:05:52.635361","2014-11-17 00:05:52.635361",1998-06-01,"Digital NH","767 Personal Supercomputer",23.2,25.1,24.2,39.5,13,13.8,21.5,8.51,27.7,28.5,54.4,34.1,http://www.spec.org/cpu95/results/res98q3/cpu95-980701-02841.html
390,1007,"2014-11-17 00:05:52.653996","2014-11-17 00:05:52.653996",1996-12-01,"Motorola; Urbana; Illinois",MVME2604-2161,8.09,8.92,10.1,15.3,4.39,4.51,6.19,6.23,9.99,7.74,18.7,7.05,http://www.spec.org/cpu95/results/res97q1/cpu95-970108-01594.html
391,1007,"2014-11-17 00:05:52.674860","2014-11-17 00:05:52.674860",1996-09-01,"Motorola; Urbana; Illinois","PowerStackII Pro3000/200",6,6.31,6.8,10.5,3.1,2.83,4.8,4.23,7.65,6.83,18.6,4.85,http://www.spec.org/cpu95/results/res96q4/cpu95-960916-01325.html
392,1002,"2014-11-17 00:05:52.693111","2014-11-17 00:05:52.693111",1995-11-01,"Motorola; Urbana; Illinois","RISC PC 604",3.01,0,3.54,4.24,1.79,1.8,2.83,2.59,4.03,3.43,5.92,2.09,http://www.spec.org/cpu95/results/res96q2/cpu95-960503-00761.html
393,1005,"2014-11-17 00:05:52.711836","2014-11-17 00:05:52.711836",1995-11-01,"Motorola; Urbana; Illinois","RISC PC 604",3.32,0,3.7,4.48,1.89,1.93,3.25,2.89,4.67,4,6.83,2.25,http://www.spec.org/cpu95/results/res96q2/cpu95-960503-00769.html
394,1002,"2014-11-17 00:05:52.729386","2014-11-17 00:05:52.729386",1995-11-01,"Motorola; Urbana; Illinois","Series E 604",3.05,0,3.59,4.31,1.8,1.82,2.87,2.6,4.06,3.43,6.32,2.12,http://www.spec.org/cpu95/results/res96q2/cpu95-960503-00764.html
395,1005,"2014-11-17 00:05:52.746819","2014-11-17 00:05:52.746819",1995-11-01,"Motorola; Urbana; Illinois","Series E 604",3.07,0,3.69,4.47,1.92,1.92,2.95,2.72,4.19,3.52,4.53,2.26,http://www.spec.org/cpu95/results/res96q2/cpu95-960503-00765.html
396,1005,"2014-11-17 00:05:52.767130","2014-11-17 00:05:52.767130",1995-11-01,"Motorola; Urbana; Illinois","Series E 604",3.74,0,4.15,4.9,2.38,2.18,3.63,3.08,5.01,4.6,7.51,2.59,http://www.spec.org/cpu95/results/res96q2/cpu95-960503-00766.html
397,1354,"2014-11-17 00:05:52.786634","2014-11-17 00:05:52.786634",1996-06-01,SGI,"Indigo-2 Impact 10000 (195MHz; 1MB L2)",10.2,10.6,12.1,15,6.23,4.12,8.59,7.45,9.12,9.18,28.2,17.3,http://www.spec.org/cpu95/results/res96q3/cpu95-960701-00993.html
398,1372,"2014-11-17 00:05:52.805796","2014-11-17 00:05:52.805796",1996-03-01,SGI,"Indy R5000 (150MHz; 0 L2)",4.11,4.2,6.02,9.36,1.69,2.16,3.79,3.34,3.48,3.69,11.4,3.6,http://www.spec.org/cpu95/results/res96q3/cpu95-960701-00985.html
399,1372,"2014-11-17 00:05:52.824959","2014-11-17 00:05:52.824959",1996-03-01,SGI,"Indy R5000 (150MHz; 512KB L2)",4.72,4.78,6.49,9.39,2.02,2.18,4.27,3.49,4.43,4.59,12.7,5.32,http://www.spec.org/cpu95/results/res96q3/cpu95-960701-00983.html
400,1373,"2014-11-17 00:05:52.843520","2014-11-17 00:05:52.843520",1996-03-01,SGI,"Indy R5000 (180MHz; 512KB L2)",4.72,4.78,6.16,8.94,1.92,2.08,4.11,3.6,4.66,4.65,14.9,5.22,http://www.spec.org/cpu95/results/res96q3/cpu95-960701-00981.html
401,1355,"2014-11-17 00:05:52.860634","2014-11-17 00:05:52.860634",1998-02-01,SGI,"O2 R10000",8.45,8.77,9.72,12.5,4.8,3.1,6.94,5.92,9.14,9.08,26.1,11.6,http://www.spec.org/cpu95/results/res98q1/cpu95-980206-02408.html
402,1357,"2014-11-17 00:05:52.877581","2014-11-17 00:05:52.877581",1998-06-01,SGI,"O2 R10k/250",9.33,9.71,10.1,12.9,5.02,3.21,7.25,6.49,10.5,11,34.4,12.8,http://www.spec.org/cpu95/results/res98q3/cpu95-980701-02838.html
403,1373,"2014-11-17 00:05:52.896808","2014-11-17 00:05:52.896808",1996-10-01,SGI,"O2 R5000PC",4.54,4.55,6.76,10.4,1.91,2.48,4.39,4.03,4.28,4.38,7.95,4.19,http://www.spec.org/cpu95/results/res96q4/cpu95-961206-01550.html
404,1373,"2014-11-17 00:05:52.915335","2014-11-17 00:05:52.915335",1996-10-01,SGI,"O2 R5000SC",5.37,5.42,7.41,10.4,2.33,2.48,5,4.23,5.64,5.51,10.2,6.64,http://www.spec.org/cpu95/results/res96q4/cpu95-961206-01552.html
405,1354,"2014-11-17 00:05:52.932767","2014-11-17 00:05:52.932767",1998-03-01,SGI,Octane,19.2,20.3,26.1,41.5,10.9,10.7,18.1,13.2,16,15.1,35,27,http://www.spec.org/cpu95/results/res98q1/cpu95-971216-02308.html
406,1357,"2014-11-17 00:05:52.949404","2014-11-17 00:05:52.949404",1996-11-01,SGI,Octane,16.1,17,22.5,36.1,9.01,9.3,15.7,11,13.1,12.1,27.7,22.1,http://www.spec.org/cpu95/results/res98q2/cpu95-980413-02594.html
407,1395,"2014-11-17 00:05:52.967486","2014-11-17 00:05:52.967486",1999-03-01,SGI,"Origin200 1X 270MHz R12k",23.7,25.2,27.8,39.3,14.2,16,24.5,14.9,19.3,23.4,39.7,34.4,http://www.spec.org/cpu95/results/res99q2/cpu95-19990329-03501.html
408,1357,"2014-11-17 00:05:52.984323","2014-11-17 00:05:52.984323",1998-03-01,SGI,Origin2000,22.6,24.5,28.8,42.1,14.1,15.6,22.9,14.4,17.7,20.1,35.2,32,http://www.spec.org/cpu95/results/res98q1/cpu95-980227-02507.html
409,1357,"2014-11-17 00:05:53.004443","2014-11-17 00:05:53.004443",1999-08-01,SGI,"Origin2100: 250MHz R10k",23.2,25.2,28.6,42,14.2,16.1,23.7,15,18.4,19.4,37.9,33.5,http://www.spec.org/cpu95/results/res99q3/cpu95-19990803-03761.html
410,1399,"2014-11-17 00:05:53.022813","2014-11-17 00:05:53.022813",2000-06-01,SGI,"SGI 2200: 2X 400MHz R12k",37.1,43.5,45.6,58.6,24.2,29.1,34.4,21.2,28.9,37.8,64.6,50.9,http://www.spec.org/cpu95/results/res2000q2/cpu95-20000509-04234.html
411,1212,"2014-11-17 00:05:53.041829","2014-11-17 00:05:53.041829",1998-11-01,"Siemens; Germany","CELSIUS 2000",13.5,15,19.5,27.5,9.07,8.39,8.81,8.29,11.9,16.4,23.3,14.8,http://www.spec.org/cpu95/results/res99q1/cpu95-19990118-03258.html
412,1221,"2014-11-17 00:05:53.064668","2014-11-17 00:05:53.064668",1999-03-01,"Siemens; Munich / Germany","Celsius 420",13.4,14.9,18.3,26.5,9.01,8.57,9.06,8.58,12.5,17.2,21.1,14,http://www.spec.org/cpu95/results/res99q2/cpu95-19990412-03521.html
413,1222,"2014-11-17 00:05:53.160695","2014-11-17 00:05:53.160695",1999-05-01,"Siemens; Munich / Germany","Celsius 630",15.5,17.1,21,30.1,10.2,9.65,10.3,9.53,14.4,19.2,27.8,17,http://www.spec.org/cpu95/results/res99q2/cpu95-19990412-03523.html
414,1211,"2014-11-17 00:05:53.184233","2014-11-17 00:05:53.184233",1998-07-01,"SNI; Munich / Germany","CELSIUS 2000",12.1,13.4,17.7,25,8.05,7.93,8,7.44,10.9,14.7,20.2,12.8,http://www.spec.org/cpu95/results/res98q3/cpu95-980707-02878.html
415,1167,"2014-11-17 00:05:53.206645","2014-11-17 00:05:53.206645",1995-10-01,"SNI; Augsburg / Germany",PCE-5Smp,2.35,2.35,2.87,3.76,1.67,1.49,1.2,1.12,2.47,2.89,5.43,3.69,http://www.spec.org/cpu95/results/res96q2/cpu95-960429-00727.html
416,1167,"2014-11-17 00:05:53.227738","2014-11-17 00:05:53.227738",1996-03-01,"SNI; Augsburg / Germany",PRIMERGY-550,2.16,2.16,2.79,2.81,1.32,1.69,1.21,1.18,2.48,2.54,4.68,3.02,http://www.spec.org/cpu95/results/res96q2/cpu95-960429-00739.html
417,1209,"2014-11-17 00:05:53.250232","2014-11-17 00:05:53.250232",1998-02-01,"SNI; Munich / Germany","SCENIC Celsius 1000",8.67,9.43,11.3,17.4,5.77,4.91,6.09,5.62,8.41,11.3,14.1,9.4,http://www.spec.org/cpu95/results/res98q1/cpu95-980202-02376.html
418,1208,"2014-11-17 00:05:53.281667","2014-11-17 00:05:53.281667",1997-10-01,"SNI; Munich / Germany","SCENIC Celsius 1000",7.88,8.56,11.4,16.8,4.98,4.79,5.69,5.26,7.81,10.4,9.34,8.9,http://www.spec.org/cpu95/results/res97q3/cpu95-970915-02127.html
419,1409,"2014-11-17 00:05:53.302220","2014-11-17 00:05:53.302220",1996-08-01,"Sun; Mountain View","Enterprise 6000/1",9.14,9.37,16.9,22,6.31,5.35,8.07,5.68,6.04,8.41,12.8,11,http://www.spec.org/cpu95/results/res96q3/cpu95-960718-01077.html
420,1409,"2014-11-17 00:05:53.322657","2014-11-17 00:05:53.322657",1996-05-01,"Sun; Mountain View","Enterprise 6000/1",8.65,8.73,16.3,20.8,5.45,5.07,7.81,5.62,5.93,7.37,12.7,10.3,http://www.spec.org/cpu95/results/res96q2/cpu95-960416-00701.html
421,1413,"2014-11-17 00:05:53.344675","2014-11-17 00:05:53.344675",1997-04-01,"Sun; Mountain View","Enterprise Server Model 3002/1",13.3,15,22.2,25.8,10.1,9.47,11.9,7.39,7.64,17,16.1,17.7,http://www.spec.org/cpu95/results/res97q2/cpu95-970409-01742.html
422,1393,"2014-11-17 00:05:53.364166","2014-11-17 00:05:53.364166",1995-12-01,"Sun; Mountain View","SPARCstation 20 Model 151",4.73,4.71,6.52,11.3,2.95,2.37,3.31,2.97,4.97,4.54,6.62,7.31,http://www.spec.org/cpu95/results/res96q1/cpu95-960228-00484.html
423,1406,"2014-11-17 00:05:53.383820","2014-11-17 00:05:53.383820",1995-01-01,"Sun MountainView;CA","SPARCstation 20 Model 71",2.14,0,3.57,5.88,1.65,1.32,1.44,1.1,2.09,2.29,2.05,2.85,http://www.spec.org/cpu95/results/res9509/p067.html
424,912,"2014-11-17 00:05:53.406364","2014-11-17 00:05:53.406364",1997-01-01,"Sun; Mountain View","SPARCstation 5 Model 170",2.72,3,4.75,3.03,1.61,1.76,2.35,2.33,2.67,2.95,4.59,2.73,http://www.spec.org/cpu95/results/res97q2/cpu95-970429-01833.html
425,1403,"2014-11-17 00:05:53.425215","2014-11-17 00:05:53.425215",1993-04-01,"Sun; Mountain View","SPARCstation/server 10 Model 40",1.14,1.38,0.998,1.09,1.06,1.14,0.987,1.24,1.31,1.13,1.19,1.26,http://www.spec.org/cpu95/results/res96q1/cpu95-960228-00477.html
426,1406,"2014-11-17 00:05:53.443440","2014-11-17 00:05:53.443440",1995-02-01,"Sun; Mountain View","SPARCstation/server 20 Model 71",2.96,3.1,3.84,5.58,2.15,1.7,2.47,2.07,3.21,3.25,5.43,2.29,http://www.spec.org/cpu95/results/res96q1/cpu95-960228-00486.html
427,882,"2014-11-17 00:05:53.467032","2014-11-17 00:05:53.467032",1995-05-01,"Sun; Mountain View","SPARCstation/server 4/110 & 5/110",1.88,1.99,2.34,3.18,1.34,1.25,1.36,1.65,1.49,2.18,2.12,2.85,http://www.spec.org/cpu95/results/res96q1/cpu95-960228-00488.html
428,1418,"2014-11-17 00:05:53.486965","2014-11-17 00:05:53.486965",1999-03-01,"Sun; Palo Alto","Sun Enterprise 250",19.6,21.9,27.7,36.9,13.1,10.4,19,11.2,18,26.4,22.9,25.5,http://www.spec.org/cpu95/results/res98q4/cpu95-981007-03099.html
429,1414,"2014-11-17 00:05:53.507900","2014-11-17 00:05:53.507900",1998-07-01,"Sun; Palo Alto","Sun Enterprise 250",16.2,17.3,24.8,32.5,10.6,9.01,17.1,9.72,14,20.9,17.1,19.8,http://www.spec.org/cpu95/results/res99q1/cpu95-19990226-03438.html
430,1418,"2014-11-17 00:05:53.526126","2014-11-17 00:05:53.526126",1998-12-01,"Sun; Palo Alto","Sun Enterprise 3500",22.5,25.4,35.3,42.3,15.1,15.2,24.4,11.8,19,28.4,23.6,27,http://www.spec.org/cpu95/results/res99q1/cpu95-19990122-03281.html
431,1418,"2014-11-17 00:05:53.546848","2014-11-17 00:05:53.546848",1999-05-01,"Sun; Palo Alto","Sun Enterprise 3500/4500",26.5,30.1,42.7,48.8,18.4,22.1,39.7,12.8,19.9,29.3,24.6,28,http://www.spec.org/cpu95/results/res99q2/cpu95-19990503-03571.html
432,1418,"2014-11-17 00:05:53.568304","2014-11-17 00:05:53.568304",1998-11-01,"Sun; Palo Alto","Sun Enterprise 450",22.8,25.7,32.3,43,15.3,15.5,25.3,12.8,19,28.8,23.4,27.4,http://www.spec.org/cpu95/results/res98q4/cpu95-981109-03158.html
433,1408,"2014-11-17 00:05:53.587448","2014-11-17 00:05:53.587448",1996-11-01,"Sun; Mountain View","Sun Ultra 1 Creator Model 140E",7.85,8.38,15.8,18.2,4.69,4.92,7.09,5.55,5.42,6.35,10.7,9.26,http://www.spec.org/cpu95/results/res96q4/cpu95-961108-01466.html
434,1410,"2014-11-17 00:05:53.608929","2014-11-17 00:05:53.608929",1996-07-01,"Sun; Mountain View","Sun Ultra 1 Creator Model 200E",9.79,10.4,18.5,21.3,5.78,6.04,9.35,6.78,6.89,8.47,15.2,10.5,http://www.spec.org/cpu95/results/res96q3/cpu95-960822-01176.html
435,1408,"2014-11-17 00:05:53.628560","2014-11-17 00:05:53.628560",1995-11-01,"Sun; Mountain View","Sun Ultra 1 Model 140",7.73,7.9,15.7,18.2,4.44,4.9,6.94,5.32,5.34,6.3,11.1,8.95,http://www.spec.org/cpu95/results/res96q1/cpu95-960228-00491.html
436,1409,"2014-11-17 00:05:53.646374","2014-11-17 00:05:53.646374",1995-11-01,"Sun; Mountain View","Sun Ultra 1 Model 170",8.45,9.06,17.7,19.7,4.99,5.37,7.91,6,6.19,7.19,13,7.25,http://www.spec.org/cpu95/results/res96q1/cpu95-960228-00493.html
